# Species	Genes	Alg.-Conn.	GCA_001553005.1_ASM155300v1_protein.faa	GCA_001553035.1_ASM155303v1_protein.faa	GCF_000019245.4_ASM1924v3_protein.faa	GCF_000027145.1_ASM2714v1_protein.faa	GCF_000063585.1_ASM6358v1_protein.faa	GCF_000145215.1_ASM14521v1_protein.faa	GCF_000166335.1_ASM16633v1_protein.faa	GCF_000166355.1_ASM16635v1_protein.faa	GCF_000166775.1_ASM16677v1_protein.faa	GCF_000196035.1_ASM19603v1_protein.faa	GCF_000242855.2_ASM24285v2_protein.faa	GCF_000473245.1_ASM47324v1_protein.faa	GCF_000763515.1_ASM76351v1_protein.faa	GCF_000769555.1_ASM76955v1_protein.faa	GCF_000829055.1_ASM82905v1_protein.faa	GCF_001042715.1_ASM104271v1_protein.faa	GCF_001050475.1_ASM105047v1_protein.faa	GCF_001687565.2_ASM168756v2_protein.faa	GCF_001687585.2_ASM168758v2_protein.faa	GCF_001687665.2_ASM168766v2_protein.faa	GCF_001951175.1_ASM195117v1_protein.faa	GCF_001971585.1_ASM197158v1_protein.faa	GCF_002009235.1_ASM200923v1_protein.faa	GCF_002706745.1_ASM270674v1_protein.faa	GCF_003606265.1_ASM360626v1_protein.faa	GCF_003614235.1_ASM361423v1_protein.faa	GCF_003641145.1_ASM364114v1_protein.faa	GCF_003641185.1_ASM364118v1_protein.faa	GCF_003999255.1_ASM399925v1_protein.faa	GCF_004103615.1_ASM410361v1_protein.faa	GCF_004785625.2_ASM478562v2_protein.faa	GCF_006007945.1_ASM600794v1_protein.faa	GCF_007954525.1_ASM795452v1_protein.faa	GCF_007954605.1_ASM795460v1_protein.faa	GCF_007954785.1_ASM795478v1_protein.faa	GCF_009648575.1_ASM964857v1_protein.faa	GCF_009913915.1_ASM991391v1_protein.faa	GCF_012396635.1_ASM1239663v1_protein.faa	GCF_014042035.1_ASM1404203v1_protein.faa	GCF_015234765.1_ASM1523476v1_protein.faa	GCF_016127255.1_ASM1612725v1_protein.faa	GCF_018363075.1_ASM1836307v1_protein.faa	GCF_900120125.1_PRJEB18020_protein.faa	GCF_900187165.1_52121_G02_protein.faa	GCF_900638015.1_54984_A01_protein.faa
33	40	0.282	KXB54987.1	KXB60321.1	WP_013245487.1	WP_012984950.1	WP_003358881.1	*	*	*	*	NP_464088.1	WP_003153413.1,WP_015387545.1	WP_009794817.1	WP_025279768.1	WP_003153413.1,WP_014419156.1	WP_025012770.1	WP_044823251.1,WP_044825585.1	WP_048706225.1	WP_006828546.1	WP_008497671.1	WP_065526778.1	*	WP_076616371.1	WP_058385838.1,WP_071154520.1	WP_010020403.1	WP_066677000.1	WP_003376355.1	WP_171284604.1	WP_175365124.1	*	WP_046129855.1,WP_046131531.1,WP_173427508.1	WP_112224398.1	WP_057814795.1	*	*	*	WP_045554404.1	*	WP_031550855.1	WP_043926775.1,WP_182070271.1	WP_179940624.1	*	*	WP_062171722.1	WP_089864277.1	WP_126320348.1
40	40	1	KXB55617.1	*	WP_003568204.1	WP_012986189.1	WP_011986965.1	WP_013290598.1	WP_013411987.1	WP_013403365.1	WP_013430409.1	NP_465615.1	WP_003152429.1	WP_009791718.1	WP_014093422.1	WP_003152429.1	WP_039639850.1	WP_044825525.1	WP_048703616.1	WP_006831438.1	WP_008499081.1	WP_065526463.1	*	WP_076615698.1	WP_071154020.1	WP_010021138.1	WP_120140871.1	WP_120361945.1	WP_021731172.1	WP_050339130.1	WP_127351905.1	WP_046129676.1	WP_135815744.1	WP_057812733.1	WP_014974085.1	WP_147001179.1	WP_004905893.1	WP_153648679.1	WP_025268298.1	*	WP_182070231.1	*	WP_031941273.1	WP_129300943.1	*	WP_089865147.1	WP_126320361.1
36	36	0.917	KXB55618.1	KXB57808.1	WP_003566083.1	WP_012985349.1	*	*	*	*	*	NP_464618.1	WP_015388726.1	WP_009793800.1	WP_014092505.1	WP_014416856.1	WP_025012659.1	WP_201774910.1	WP_048705840.1	WP_065537162.1	WP_008496745.1	WP_065527004.1	WP_075887986.1	WP_076614615.1	WP_071153697.1	WP_010020815.1	*	*	WP_003640900.1	WP_003637728.1	*	WP_046130896.1	WP_112223683.1	WP_057813020.1	WP_014974625.1	WP_147000675.1	WP_004906445.1	WP_153648226.1	WP_105296165.1	WP_006364546.1	WP_182069383.1	WP_179941662.1	WP_010292392.1	WP_129301122.1	WP_062172714.1	*	WP_003755143.1
40	45	0.11	KXB55619.1	KXB57809.1	WP_003566087.1,WP_003571815.1	WP_012985348.1	WP_011949007.1	*	*	*	*	NP_464617.1	WP_014305722.1	WP_009793799.1	WP_025279861.1	WP_014418767.1	WP_025012657.1	WP_044824598.1	WP_048705838.1	WP_065537163.1	WP_008496744.1	WP_065527005.1	WP_186809290.1	WP_076614614.1	WP_078080207.1	WP_029606580.1	WP_066677379.1	WP_003376757.1	WP_003640899.1,WP_021730937.1	WP_050339269.1,WP_175365138.1	*	WP_231947510.1	WP_112223682.1	WP_057813022.1,WP_057813872.1	WP_014974624.1	WP_147000674.1	WP_085698795.1	WP_153648227.1	WP_105296164.1	WP_031552606.1	WP_244958341.1	WP_179941661.1	WP_010292388.1	WP_129301153.1,WP_129320546.1	WP_062172712.1	WP_095177544.1	WP_003755142.1
38	42	0.138	KXB55621.1	KXB62145.1	WP_003570286.1	WP_012986039.1	WP_003356230.1,WP_012099535.1	WP_013291105.1	WP_013412610.1	WP_013402633.1	WP_013429639.1	NP_465433.1	WP_003153493.1	WP_022544133.1	WP_014093250.1	WP_003153493.1	WP_025013428.1	*	WP_048704812.1	WP_006829879.1	WP_008497778.1	WP_065526069.1	*	*	WP_078080514.1	*	WP_066677445.1,WP_066677447.1,WP_066678341.1,WP_120140688.1	*	WP_056988776.1	WP_021356783.1	WP_127351434.1	WP_046129896.1	WP_112222679.1	*	WP_014974256.1	WP_147001268.1	WP_004900620.1	WP_003763093.1	WP_025267940.1	WP_031553107.1	WP_023857433.1	WP_218926337.1	WP_010278381.1	WP_129302480.1	WP_062174083.1	*	WP_003758859.1
19	20	0.442	KXB55622.1	KXB62146.1	*	*	WP_003356316.1	*	*	*	*	*	WP_003156712.1	WP_009796242.1,WP_022543365.1	*	WP_007409002.1	*	WP_242846939.1	*	WP_006828723.1	WP_065527912.1	WP_065526565.1	*	*	WP_058385590.1	*	*	WP_003376400.1	*	*	*	WP_046131676.1	WP_112223781.1	*	*	*	*	*	*	WP_031553109.1	WP_234112220.1	WP_179940646.1	*	*	WP_062174085.1	WP_095177718.1	*
24	24	1	KXB55624.1	KXB57771.1	*	WP_003751579.1	*	*	*	*	*	NP_464322.1	WP_230456458.1	WP_009795338.1	WP_014092227.1	WP_228842257.1	*	WP_044825589.1	*	WP_006830003.1	WP_040850686.1	WP_065526704.1	*	*	WP_071153169.1	*	*	*	*	*	*	WP_046129565.1	WP_112224636.1	*	*	WP_147001173.1	WP_004904705.1	WP_003761131.1	WP_011680040.1	WP_031554390.1	WP_182070507.1	*	WP_168441519.1	*	WP_062174589.1	*	WP_126320359.1
45	45	0.5	KXB55701.1	KXB59827.1	WP_003565510.1	WP_012985973.1	WP_003361660.1	WP_013290468.1	WP_013412104.1	WP_013403240.1	WP_013430293.1	NP_465356.1	WP_088005382.1	WP_009795977.1	WP_014093174.1	WP_089072432.1	WP_025012371.1	WP_044824220.1	WP_048702871.1	WP_006828810.1	WP_008497996.1	WP_197681392.1	WP_057867216.1	WP_076617454.1	WP_071153626.1	WP_010020051.1	WP_066677359.1	WP_039218869.1	WP_021731626.1	WP_050339661.1	WP_127351798.1	WP_046130699.1	WP_112222913.1	WP_057814264.1	WP_147000271.1	WP_147001241.1	WP_012305265.1	WP_003762954.1	WP_011679931.1	WP_031551425.1	WP_182070708.1	WP_218926388.1	WP_010277490.1	WP_129302058.1	WP_174222382.1	WP_089863532.1	WP_036106958.1
35	35	1	KXB55702.1	KXB59826.1	WP_003565512.1	WP_012985974.1	*	*	*	*	*	NP_465357.1	WP_015388255.1	WP_009795978.1	WP_014093175.1	WP_022553366.1	WP_039639014.1	*	WP_048702870.1	WP_006828811.1	WP_008497997.1	WP_065525932.1	WP_057867217.1	WP_076617458.1	WP_245830292.1	WP_010020052.1	*	*	WP_021731627.1	WP_050339662.1	*	WP_046130700.1	WP_112222914.1	WP_057814266.1	WP_147000272.1	WP_147001240.1	WP_085699210.1	WP_003762956.1	WP_011679932.1	WP_031551421.1	WP_154997756.1	WP_179941754.1	WP_147651344.1	WP_213224413.1	WP_062173075.1	*	WP_036106959.1
43	43	0.825	KXB55703.1	KXB59825.1	WP_013245743.1	WP_012985975.1	WP_012048207.1	WP_013290470.1	WP_013412102.1	WP_013403242.1	WP_013430295.1	NP_465358.1	WP_015388256.1	WP_009795979.1	WP_014093176.1	WP_022553367.1	WP_025012372.1	WP_044824221.1	WP_048702873.1	WP_006828812.1	WP_008497999.1	WP_065525931.1	WP_075887766.1	WP_076617450.1	WP_058384891.1	WP_010020050.1	WP_066678817.1	WP_120361870.1	WP_021731628.1	WP_050339663.1	WP_127351800.1	WP_046130701.1	WP_112222915.1	WP_057814263.1	*	WP_147001239.1	WP_146992622.1	WP_153648753.1	*	WP_031551418.1	WP_182070709.1	WP_179941755.1	WP_010277496.1	WP_129302059.1	WP_062173074.1	WP_095178168.1	WP_036106960.1
30	30	1	KXB55704.1	KXB59824.1	*	WP_012985976.1	WP_012048208.1	WP_013290471.1	WP_013412101.1	WP_013403243.1	WP_013430296.1	NP_465359.1	WP_014304981.1	WP_009795980.1	WP_014093177.1	WP_022553368.1	*	WP_044824222.1	*	WP_006828813.1	WP_065528108.1	WP_065525930.1	*	*	WP_078080568.1	*	WP_120140967.1	WP_120361869.1	*	*	WP_127351801.1	WP_046130702.1	WP_112222916.1	*	*	*	*	WP_153648752.1	*	WP_031551417.1	WP_182070710.1	WP_179941756.1	*	*	WP_062173073.1	WP_089863528.1	WP_036106961.1
43	49	0.446	KXB55705.1	KXB59823.1	WP_013245744.1	WP_012985977.1	*	WP_013290314.1,WP_013290472.1	WP_013412100.1,WP_013412240.1	WP_013403096.1,WP_013403244.1	WP_013430148.1,WP_013430297.1	NP_465360.1	WP_015388257.1	WP_009795981.1	WP_014093178.1	WP_022553369.1	WP_025012373.1	WP_044822992.1,WP_044824223.1	WP_048704492.1	WP_006828814.1	WP_008498000.1	WP_065525929.1	WP_057868241.1	WP_076614401.1	WP_078080569.1	WP_056945239.1	WP_120140763.1	WP_120361871.1	WP_021731629.1	WP_056952450.1	WP_127351584.1,WP_127351802.1	WP_046130703.1	WP_112222917.1	WP_057813822.1	WP_147000273.1	WP_147001238.1	WP_085699211.1	WP_153648751.1	WP_011679933.1	WP_031551413.1	WP_182070711.1	WP_179941757.1	WP_010277500.1	WP_213224414.1	WP_062173072.1	*	WP_036106962.1
42	43	0.695	KXB55706.1	KXB59822.1	WP_003570893.1	WP_012985978.1	*	WP_013290315.1	WP_013412239.1	WP_013403097.1	WP_013430149.1	NP_465361.1	WP_007409730.1	WP_009795982.1	WP_014093179.1	WP_007409730.1	WP_025012374.1	WP_044822993.1,WP_044824224.1	WP_048704494.1	WP_006828815.1	WP_040850907.1	WP_065525928.1	*	WP_076614400.1	WP_071153624.1	WP_010018806.1	WP_066675946.1	WP_039235413.1	WP_011101887.1	WP_050339665.1	WP_127351585.1	WP_046130704.1	WP_112222918.1	WP_057813819.1	WP_147000274.1	WP_029509839.1	WP_004904618.1	WP_003762963.1	WP_011679934.1	WP_031551410.1	WP_154997763.1	WP_179941758.1	WP_010277502.1	WP_129302061.1	WP_062173071.1	*	WP_003758566.1
45	45	1	KXB55707.1	KXB59821.1	WP_013245745.1	WP_012985979.1	WP_012048209.1	WP_013290474.1	WP_013412098.1	WP_013403246.1	WP_013430299.1	NP_465362.1	WP_015388258.1	WP_009795983.1	WP_014093180.1	WP_022553370.1	WP_025012375.1	WP_044824226.1	WP_048702867.1	WP_040851950.1	WP_040850950.1	WP_065527685.1	WP_156866610.1	WP_076618924.1	WP_071153649.1	WP_010020053.1	WP_066678811.1	WP_120361868.1	WP_021731630.1	WP_050339666.1	WP_127351804.1	WP_046130705.1	WP_112222919.1	WP_057814267.1	WP_147000275.1	WP_147001237.1	WP_085699212.1	WP_045553311.1	WP_011679935.1	WP_031551405.1	WP_182070712.1	WP_179941759.1	WP_010277505.1	WP_213224415.1	WP_062173070.1	WP_173796861.1	WP_036106965.1
45	46	0.109	KXB55708.1	KXB59820.1	WP_013245746.1	WP_012985980.1	WP_012048210.1	WP_013290475.1	WP_013412097.1	WP_013403247.1	WP_013430300.1	NP_465363.1	WP_003154387.1	WP_035403541.1	WP_014093181.1	WP_022553371.1	WP_025012376.1	WP_044823064.1	WP_048702866.1	WP_065536750.1	WP_201764045.1	WP_065525927.1	WP_075887767.1	WP_076617461.1	WP_177167579.1	WP_010020054.1	WP_066678807.1	WP_004444271.1	WP_021731631.1	WP_050338018.1,WP_056952452.1	WP_127351805.1	WP_046130706.1	WP_112223272.1	WP_057814268.1	WP_147000276.1	WP_147001236.1	WP_146992619.1	WP_153648750.1	WP_011679936.1	WP_031551401.1	WP_154997767.1	WP_179941760.1	WP_010277509.1	WP_129302063.1	WP_062173069.1	WP_095178170.1	WP_036106967.1
45	48	0.517	KXB55709.1	KXB59819.1	WP_003565527.1	WP_003748455.1	WP_003358722.1,WP_011987093.1	WP_013290477.1	WP_013412095.1	WP_013403249.1	WP_013430302.1	NP_465365.1	WP_003154392.1	WP_009795986.1	WP_003748455.1	WP_003154392.1	WP_025012378.1	WP_044825129.1	WP_048703094.1	WP_006828819.1	WP_008498005.1	WP_065525925.1	WP_057866895.1	WP_076616852.1	WP_058384885.1	WP_010019803.1	WP_066676066.1	WP_003375728.1	WP_021731510.1,WP_021731632.1	WP_003638765.1,WP_003639428.1	WP_127351807.1	WP_046130708.1	WP_112222921.1	WP_057811809.1	WP_014974147.1	WP_010000485.1	WP_004900970.1	WP_003762971.1	WP_011680067.1	WP_031551397.1	WP_043928159.1	WP_218926389.1	WP_010296177.1	WP_129302065.1	WP_062173068.1	WP_095177822.1	WP_003758560.1
45	45	1	KXB55710.1	KXB58081.1	WP_003564381.1	WP_012986211.1	WP_003360232.1	WP_013289670.1	WP_013411247.1	WP_013404133.1	WP_013431172.1	NP_465644.1	WP_015388764.1	WP_009795682.1	WP_014093453.1	WP_003156763.1	WP_039638864.1	WP_044826453.1	WP_048706174.1	WP_006828045.1	WP_065528396.1	WP_065527548.1	WP_075887477.1	WP_076615481.1	WP_058386697.1	WP_010020436.1	WP_066678314.1	WP_003377077.1	WP_021730617.1	WP_050339106.1	WP_011916722.1	WP_046132941.1	WP_112224367.1	WP_057811872.1	WP_014973962.1	WP_029510142.1	WP_004903559.1	WP_003763411.1	WP_011680229.1	WP_031552412.1	WP_154996412.1	WP_179941781.1	WP_010275802.1	WP_129302678.1	WP_062172032.1	WP_095178273.1	WP_003754550.1
37	39	0.153	KXB55713.1	KXB63162.1	WP_013245750.1	WP_003749056.1	WP_011987087.1	*	*	*	*	NP_465678.1	WP_003154059.1	WP_022544058.1	WP_014093482.1	WP_012117608.1	WP_025012384.1	*	WP_048705037.1	WP_006828421.1	WP_065528334.1	WP_065525086.1	WP_057868325.1	WP_076614115.1	WP_071152852.1	WP_056945214.1	WP_066678331.1	*	WP_021731240.1	WP_020923860.1,WP_021336638.1	*	WP_046132495.1,WP_065894501.1	WP_112221654.1	WP_057811954.1	WP_014973730.1	WP_147000952.1	WP_085699516.1	WP_003724573.1	WP_010290839.1	WP_006363615.1	WP_154998852.1	WP_179940523.1	WP_010279337.1	WP_129302076.1	WP_021752530.1	*	WP_003754513.1
37	39	0.383	KXB55714.1	KXB63161.1	WP_003579197.1	WP_012986232.1	WP_012047928.1	*	*	*	*	NP_465679.1	WP_003154060.1	WP_022544057.1	WP_014093483.1	WP_007611605.1	WP_039639025.1	*	WP_157023277.1	WP_083387808.1	WP_008496201.1	WP_083394548.1	WP_075888249.1	WP_076614116.1	WP_078080779.1	WP_099240369.1	WP_066678333.1	*	WP_021731239.1	WP_050339178.1,WP_056953169.1	*	WP_046132494.1,WP_241657056.1	WP_135815021.1	WP_162256516.1	WP_014973728.1	WP_147000951.1	WP_004899357.1	WP_010991092.1	WP_011679158.1	WP_031550717.1	WP_154998763.1	WP_179940525.1	WP_010279340.1	WP_129302075.1	WP_072520123.1	*	WP_036104894.1
44	44	0.909	KXB55815.1	KXB63227.1	WP_003564973.1	WP_003749534.1	WP_003387838.1	WP_013290430.1	WP_013412132.1	WP_013403208.1	WP_013430259.1	NP_466051.1	WP_003151176.1	WP_009792638.1	WP_014093740.1	WP_003151176.1	WP_010488888.1	WP_044826071.1	WP_048702673.1	WP_006829228.1	WP_008496906.1	WP_008433014.1	WP_057868083.1	WP_076617765.1	WP_071153054.1	WP_010020166.1	WP_066676647.1	WP_003378233.1	WP_021732593.1	WP_003639218.1	WP_127351766.1	WP_046130316.1	WP_112221201.1	WP_057812090.1	WP_014973660.1	WP_147000923.1	WP_004902052.1	WP_003772297.1	WP_011680433.1	WP_031552121.1	WP_003186004.1	WP_179939744.1	WP_010291618.1	WP_129302364.1	WP_062174379.1	*	WP_003758820.1
44	44	1	KXB55816.1	KXB63226.1	WP_003564972.1	WP_012986433.1	WP_161587876.1	WP_013290429.1	WP_013403207.1	WP_013403207.1	WP_013430258.1	NP_466052.1	WP_003151173.1	WP_009792637.1	WP_003723462.1	WP_003151173.1	WP_025012632.1	WP_044826070.1	WP_048702672.1	WP_006829229.1	WP_008496905.1	WP_065525532.1	WP_057868084.1	WP_076617768.1	WP_058384470.1	WP_010020167.1	WP_066676645.1	WP_004443739.1	WP_021732594.1	WP_003639219.1	WP_039763939.1	WP_046130315.1	WP_112221202.1	WP_057812092.1	WP_014973659.1	WP_010001517.1	WP_004902054.1	WP_003772293.1	WP_002815624.1	WP_031552119.1	WP_154998354.1	WP_179939746.1	WP_010291619.1	WP_129302414.1	WP_021753370.1	*	WP_003758818.1
44	44	1	KXB55817.1	KXB63225.1	WP_003564963.1	WP_012986434.1	WP_003387835.1	WP_013290428.1	WP_013412133.1	WP_013403206.1	WP_013430257.1	NP_466053.1	WP_003151172.1	WP_009792636.1	WP_014093741.1	WP_022553916.1	WP_025012633.1	WP_044826069.1	WP_048702670.1	WP_006829230.1	WP_008496904.1	WP_008433011.1	WP_075887798.1	WP_076617772.1	WP_058384469.1	WP_010020168.1	WP_066676643.1	WP_003378229.1	WP_021732595.1	WP_050339395.1	WP_039763941.1	WP_046130314.1	WP_112221203.1	WP_057812094.1	WP_014973658.1	WP_010002737.1	WP_004902056.1	WP_003723463.1	WP_011680434.1	WP_031552116.1	WP_043925147.1	WP_179939748.1	WP_010291621.1	WP_129302365.1	WP_062174381.1	*	WP_003758817.1
45	45	0.133	KXB55818.1	KXB63224.1	WP_003564962.1	WP_003720846.1	WP_003356056.1	WP_013290427.1	WP_013412134.1	WP_013403205.1	WP_013430256.1	NP_466054.1	WP_003151170.1	WP_009792634.1	WP_003720846.1	WP_017418736.1	WP_041084717.1	WP_044826068.1	WP_048702669.1	WP_006829231.1	WP_008496903.1	WP_065525531.1	WP_075887799.1	WP_076617775.1	WP_058384468.1	WP_010020171.1	WP_066676641.1	WP_004444189.1	WP_021732596.1	WP_003639221.1	WP_039763947.1	WP_046130313.1	WP_112221204.1	WP_057812096.1	WP_014973657.1	WP_048700452.1	WP_004904999.1	WP_003739782.1	WP_002815626.1	WP_031552113.1	WP_154998356.1	WP_179939750.1	WP_147651161.1	WP_129302366.1	WP_072520220.1	WP_095178157.1	WP_003758815.1
44	44	0.277	KXB55819.1	KXB63223.1	WP_003574676.1	WP_012986435.1	WP_011947988.1	WP_013290426.1	WP_013412135.1	WP_013403204.1	WP_013430255.1	NP_466055.1	WP_003151169.1	WP_009792633.1	WP_014093742.1	WP_003151169.1	WP_025012635.1	WP_044826067.1	WP_048702668.1	WP_065536597.1	WP_065528215.1	WP_065525530.1	WP_075887800.1	WP_076617779.1	WP_058384467.1	WP_010020173.1	WP_066676639.1	WP_004443488.1	WP_021732597.1	WP_056952768.1	WP_127351765.1	WP_046130312.1	WP_233539022.1	WP_057812098.1	WP_014973656.1	WP_029510009.1	WP_004905001.1	WP_003772291.1	WP_011680435.1	WP_006363495.1	WP_152846291.1	WP_179939752.1	WP_010291631.1	WP_129302367.1	WP_062174385.1	*	WP_003758813.1
44	44	0.632	KXB55820.1	KXB63222.1	WP_003564960.1	WP_012986436.1	WP_003355885.1	WP_013290425.1	WP_013412136.1	WP_013403203.1	WP_013430254.1	NP_466056.1	WP_003151168.1	WP_009792632.1	WP_014093743.1	WP_003151168.1	WP_025012636.1	WP_044826066.1	WP_048702667.1	WP_006829233.1	WP_008496902.1	WP_008433005.1	WP_156866611.1	WP_076617782.1	WP_058384466.1	WP_050783095.1	WP_066676636.1	WP_003378218.1	WP_021732598.1	WP_050339397.1	WP_127351764.1	WP_046130311.1	WP_233539021.1	WP_057812173.1	WP_014973655.1	WP_029510010.1	WP_004902062.1	WP_003739784.1	WP_011680436.1	WP_006363496.1	WP_043925150.1	WP_179939754.1	WP_010291629.1	WP_129302368.1	WP_062174387.1	*	WP_036105595.1
44	44	0.623	KXB55822.1	KXB63220.1	WP_003564958.1	WP_003749542.1	WP_003356899.1	WP_013290423.1	WP_238524893.1	WP_013403202.1	WP_013430252.1	NP_466058.1	WP_003151158.1	WP_009792630.1	WP_014093744.1	WP_022553917.1	WP_025012637.1	WP_044826064.1	WP_048702665.1	WP_006829235.1	WP_040850560.1	WP_065525529.1	WP_075887801.1	WP_076617791.1	WP_058384465.1	WP_010020176.1	WP_066676632.1	WP_004443535.1	WP_021732599.1	WP_050339398.1	WP_127351762.1	WP_046130310.1	WP_112221206.1	WP_057812099.1	WP_014973654.1	WP_029510011.1	WP_004905003.1	WP_003723468.1	WP_002815631.1	WP_006363498.1	WP_244958338.1	WP_179939758.1	WP_010291627.1	WP_129302370.1	WP_062174389.1	*	WP_003758807.1
45	45	1	KXB55824.1	KXB63219.1	WP_003564957.1	WP_003720854.1	WP_003360558.1	WP_013289912.1	WP_013411502.1	WP_013403882.1	WP_013411502.1	NP_466061.1	WP_015387576.1	WP_009792624.1	WP_003720854.1	WP_014419100.1	WP_025012638.1	WP_044826058.1	WP_048702664.1	WP_006829239.1	WP_008432996.1	WP_008432996.1	WP_057868089.1	WP_076617794.1	WP_058384461.1	WP_010020177.1	WP_066676608.1	WP_003378207.1	WP_021732601.1	WP_003639227.1	WP_127351299.1	WP_046130308.1	WP_112221210.1	WP_057812102.1	WP_014974578.1	WP_147000655.1	WP_036058363.1	WP_003764001.1	WP_002815112.1	WP_031552110.1	WP_003186017.1	WP_179939760.1	WP_010296403.1	WP_129302371.1	WP_062174391.1	WP_089866060.1	WP_003758801.1
45	45	1	KXB56281.1	KXB60331.1	WP_013245717.1	WP_012985511.1	WP_012047861.1	WP_013290826.1	WP_013411723.1	WP_013403631.1	WP_013430652.1	NP_464797.1	WP_003154287.1	WP_035403507.1	WP_025279906.1	WP_021493692.1	WP_107750372.1	WP_044825961.1	WP_048703014.1	WP_065536759.1	WP_065528096.1	WP_065525963.1	WP_057868163.1	WP_076617119.1	WP_058384932.1	WP_010019874.1	WP_066674617.1	WP_039234301.1	WP_021731565.1	WP_050338606.1	WP_127351628.1	WP_046128979.1	WP_135815591.1	WP_057814858.1	WP_014974270.1	WP_010004045.1	WP_012305246.1	WP_153648163.1	WP_011679549.1	WP_031552149.1	WP_154999505.1	WP_179941218.1	WP_010278413.1	WP_129302501.1	WP_062173108.1	WP_089864142.1	WP_126320498.1
45	45	1	KXB56282.1	KXB60332.1	WP_003575040.1	WP_012985512.1	WP_004440107.1	WP_013290825.1	WP_013411724.1	WP_013403630.1	WP_013430651.1	NP_464798.1	WP_014304999.1	WP_009795921.1	WP_014092675.1	WP_007611398.1	WP_025013519.1	WP_044825960.1	WP_232298617.1	WP_006828265.1	WP_065528555.1	WP_065525964.1	WP_075887706.1	WP_076618893.1	WP_071153646.1	WP_010019872.1	WP_066674622.1	WP_003377001.1	WP_021731564.1	WP_050338607.1	WP_127351629.1	WP_046128978.1	WP_135815592.1	WP_057814860.1	WP_014974271.1	WP_147001279.1	WP_085699168.1	WP_045554118.1	WP_061514806.1	WP_210727754.1	WP_043925929.1	WP_179941217.1	WP_010278416.1	WP_129302492.1	WP_062174694.1	WP_169712384.1	WP_036106499.1
35	35	0.585	KXB56283.1	KXB60333.1	WP_003565271.1	WP_012985624.1	*	*	*	*	*	NP_464959.1	WP_003154163.1	WP_009791638.1	WP_014092813.1	WP_021493672.1	WP_025012903.1	*	WP_048702832.1	WP_006828232.1	WP_008497932.1	WP_065525985.1	WP_075887770.1	WP_076617497.1	WP_071153816.1	WP_010020063.1	*	*	WP_021732065.1	WP_050338443.1	*	WP_046132847.1	WP_121632366.1	WP_057811986.1	WP_014974552.1	WP_147000647.1	WP_133286227.1	WP_003766877.1	WP_160215202.1	WP_081821898.1	WP_154997410.1	WP_218926358.1	WP_010281448.1	WP_129300899.1	WP_083577628.1	*	WP_003755869.1
44	44	0.841	KXB56284.1	KXB60334.1	WP_003563986.1	WP_012986084.1	WP_011987090.1	WP_013291336.1	WP_013412852.1	WP_013402179.1	WP_013429307.1	NP_465499.1	WP_015388033.1	WP_009794715.1	WP_014093310.1	WP_038461520.1	WP_025012315.1	WP_044824526.1	WP_232298620.1	WP_006831445.1	WP_065527942.1	WP_065527718.1	WP_232230842.1	WP_083685880.1	WP_071154019.1	WP_081454078.1	WP_066673980.1	*	WP_021732532.1	WP_050339339.1	WP_127352603.1	WP_046131731.1	WP_112223990.1	WP_229239873.1	WP_014974022.1	WP_147001127.1	WP_146992409.1	WP_153648713.1	WP_059442465.1	WP_031552159.1	WP_244958313.1	WP_179941216.1	WP_010275702.1	WP_129301942.1	WP_062173110.1	WP_095177236.1	WP_003758332.1
45	45	0.862	KXB56285.1	KXB60335.1	WP_013245768.1	WP_012985638.1	WP_012047989.1	WP_013290266.1	WP_013412280.1	WP_013403033.1	WP_013430086.1	NP_464978.1	WP_032865765.1	WP_009791415.1	WP_014092829.1	WP_012118009.1	WP_025012409.1	WP_052661443.1	WP_048703176.1	WP_065536994.1	WP_008499009.1	WP_065526530.1	WP_075887664.1	WP_076616728.1	WP_058385550.1	WP_010019755.1	WP_066674063.1	WP_003376090.1	WP_021731618.1	WP_050338576.1	WP_127351962.1	WP_231947500.1	WP_112223820.1	WP_057811839.1	WP_014974264.1	WP_147001274.1	WP_004900595.1	WP_153648120.1	WP_025267951.1	WP_031552161.1	WP_234113242.1	WP_179941215.1	WP_010278428.1	WP_129302103.1	WP_231723805.1	WP_095178045.1	WP_036104070.1
22	22	0.182	KXB56293.1	KXB63082.1	*	WP_012986359.1	*	*	*	*	*	NP_465949.1	WP_015387745.1	WP_009791494.1	WP_003720732.1	WP_003151843.1	*	*	*	WP_006828494.1	WP_040850844.1	WP_065526820.1	*	*	WP_071153806.1	*	*	WP_003375203.1	*	*	*	WP_046130206.1	WP_112224451.1	*	*	*	*	WP_003763821.1	*	WP_247599276.1	WP_003185068.1	WP_179941657.1	*	*	WP_072520118.1	WP_089867657.1	WP_003759107.1
